song,artist,decade,total_lines,unique_lines,total_words,unique_words,top_common_words,top_uncommon_words,neg,neu,pos,compound
big in japan,alphaville,1980,35,18,353,168,"in,big,japan,when,you're,the,oh,things,tonight,easy","big,japan,oh,things,tonight,easy,tight,ooh,eastern,sea's",0.039,0.88,0.082,0.9517
irgendwie irgendwo irgendwann,nena,1980,20,13,147,107,"die,irgendwie,irgendwann,irgendwo,ich,aus,ein,durch,zeit,zukunft","die,irgendwie,irgendwann,irgendwo,ich,aus,ein,durch,zeit,zukunft",0.198,0.766,0.036,-0.9844
baby beluga,raffi,1980,23,19,174,145,"the,and,baby,beluga,so,you,little,your,in,sea","baby,beluga,little,sea,swim,whale,white,go,water,deep",0.0,0.829,0.171,0.9863
as the world falls down,david bowie,1980,28,22,156,125,"the,i'll,your,as,a,love,within,for,you,in","i'll,love,within,eyes,heart,world,falling,there's,place,pain",0.151,0.712,0.137,0.3498
bad,u2,1980,44,38,254,216,"hoo,and,i,if,away,to,you,let,it,go","hoo,away,let,go,,could,fade,i'm,wide,would",0.107,0.846,0.048,-0.9136
before you accuse me,eric clapton,1980,18,7,169,72,"you,my,before,accuse,me,take,a,look,at,yourself","accuse,take,look,money,say,im,spending,women,takin,someone",0.105,0.836,0.059,-0.4588
manic monday,the bangles,1980,33,18,251,172,"i,just,to,it,my,it's,another,manic,monday,day","another,manic,monday,day,'cause,wish,sunday,that's,fun,already",0.016,0.826,0.158,0.9912
uncle albert admiral halsey,paul mccartney,1980,34,17,223,136,"the,across,water,a,get,were,so,sorry,hands,heads","across,water,get,sorry,hands,heads,sky,around,uncle,albert",0.072,0.858,0.07,0.6636
hammer to fall,queen,1980,41,40,261,253,"the,yeah,to,your,for,and,all,you,hammer,fall","yeah,hammer,fall,oh,ha,waiting,time,louder,light,call",0.084,0.662,0.253,0.9941
all my exs live in texas,george strait,1980,23,16,193,138,"in,i,my,texas,and,to,all,ex's,live,but","texas,ex's,live,tennessee,place,i'd,really,love,that's,hang",0.037,0.824,0.139,0.9733
every little thing she does is magic,the police,1980,30,21,390,264,"oh,every,little,thing,eee,she,i,my,magic,on","oh,every,little,thing,eee,magic,yo,though,everything,turn",0.06,0.869,0.071,0.8591
wind beneath my wings,bette midler,1980,24,16,192,132,"you,i,the,my,to,know,it,a,for,would","know,would,ever,hero,everything,like,fly,higher,eagle,wind",0.023,0.808,0.169,0.9821
cheri cheri lady,modern talking,1980,54,30,264,150,"cheri,you,heart,to,i,take,my,lady,is,love","cheri,heart,take,lady,love,,listen,always,like,time",0.053,0.734,0.213,0.9937
dancing with myself,billy idol,1980,76,31,486,208,"oh,with,dancing,myself,the,ohoh,to,sweat,and,i","oh,dancing,ohoh,sweat,world,chance,i'd,ask,dance,there's",0.024,0.897,0.078,0.9773
downtown train,tom waits,1980,37,27,287,226,"a,the,i,downtown,you,train,on,they,your,all","downtown,train,oh,baby,see,tonight,every,night,like,know",0.03,0.885,0.085,0.9242
holding back the years,simply red,1980,18,15,157,133,"holding,the,ill,keep,on,all,to,nothing,years,wasted","holding,ill,keep,nothing,years,wasted,back,chance,ive,tears",0.272,0.628,0.1,-0.9868
hit me with your best shot,pat benatar,1980,33,19,198,115,"me,with,your,hit,best,shot,you,the,in,don't","hit,best,shot,fire,put,awaaayyy,come,well,real,tough",0.071,0.611,0.318,0.9973
somebodys watching me,rockwell,1980,40,22,307,193,"i,me,feel,always,like,somebody's,watchin',the,and,i'm","feel,always,like,somebody's,watchin',i'm,privacy,average,tell,people",0.129,0.699,0.172,0.9493
flappie,youp van t hek,1980,33,33,342,342,"ik,'t,en,dat,de,was,niet,maar,het,flappie","ik,'t,en,dat,de,niet,maar,het,flappie,19",0.04,0.956,0.004,-0.93
fire lake,bob seger the silver bullet band,1980,19,18,159,153,"to,who,wants,and,the,fire,lake,they,that,those","wants,fire,lake,run,who's,gonna,uncle,joe,joe's,long",0.141,0.769,0.09,-0.8061
i am from austria,rainhard fendrich,1980,39,24,260,168,"i,die,da,und,auch,von,wie,am,ma',bin","die,da,und,auch,von,wie,ma',bin,austria,dei'",0.151,0.825,0.024,-0.9907
one in a million,guns n roses,1980,72,58,399,319,"you,much,too,high,,a,to,you're,i,some","much,high,,one,million,that's,make,maybe,need,know",0.085,0.838,0.077,-0.9234
you cant hurry love,phil collins,1980,60,32,361,204,"love,to,you,i,no,just,a,said,can't,wait","love,said,can't,wait,hurry,easy,come,take,game,give",0.072,0.582,0.346,0.9992
lucha de gigantes,nacha pop,1980,26,22,137,114,"de,que,en,no,un,es,más,deja,sin,mundo","de,que,en,un,es,más,deja,sin,mundo,descomunal",0.146,0.837,0.017,-0.9538
master of puppets,metallica,1980,58,20,244,99,"master,your,you,my,hear,see,faster,obey,just,call","master,hear,see,faster,obey,call,name,'cause,i'll,scream",0.12,0.724,0.156,0.8209
i believe in you,don williams,1980,22,20,246,226,"i,believe,in,and,is,that,you,love,don't,of","believe,love,he's,certainty,old,right,east,west,babies,mom",0.034,0.755,0.211,0.9941
jokerman,bob dylan,1980,55,40,461,366,"the,of,oh,jokerman,to,a,you,in,and,your","oh,jokerman,dance,nightingale,tune,bird,fly,high,light,moon",0.068,0.85,0.082,0.6601
johnny b,the hooters,1980,30,18,251,155,"you,to,johnny,oh,b,see,and,a,can't,your","johnny,oh,b,see,can't,much,open,eyes,listen,straight",0.039,0.831,0.13,0.9672
sunshine on leith,the proclaimers,1980,20,10,161,81,"my,you,heart,was,broken,sorrow,it,thank,tears,and","heart,broken,sorrow,thank,tears,drying,birth,saw,claimed,touched",0.274,0.547,0.179,-0.9694
lady,kenny rogers,1980,20,20,180,180,"you,i,my,and,love,me,in,lady,so,want","love,lady,want,made,i'm,many,let,i'd,life,see",0.038,0.701,0.261,0.9942
its my life,talk talk,1980,17,12,111,84,"you,myself,my,i,it's,life,how,do,never,don't","life,never,forget,ends,funny,i'd,lose,i've,asked,much",0.075,0.713,0.212,0.9349
you spin me round like a record,dead or alive,1980,61,17,342,115,"round,right,i,baby,you,like,me,a,spin,record","round,right,baby,like,spin,record,know,look,fun,open",0.0,0.803,0.197,0.9953
perfect strangers,deep purple,1980,21,18,158,139,"the,of,i,your,you,life,a,and,in,must","life,must,remember,thousand,cold,spirits,echo,hear,talking,wind",0.097,0.805,0.098,0.2732
the search is over,survivor,1980,33,24,303,222,"i,the,you,for,was,a,me,can,is,now","search,see,eyes,forever,living,dream,loving,moment,taking,world",0.063,0.773,0.165,0.9858
maneater,hall oates,1980,9,7,70,52,"here,ohoh,she,comes,she'll,out,she's,you,the,and","ohoh,comes,she'll,watch,boy,chew,maneater,come,night,lean",0.0,1.0,0.0,0.0
graceland,paul simon,1980,52,40,274,221,"graceland,to,the,in,and,i'm,going,is,a,i","graceland,i'm,going,everybody,like,i've,reason,believe,received,sees",0.041,0.909,0.05,0.6858
twilight zone,golden earring,1980,37,19,337,165,"the,when,to,bullet,hits,bone,a,my,i'm,so","bullet,hits,bone,i'm,come,know,gone,far,help,stepping",0.082,0.827,0.091,-0.0031
one moment in time,whitney houston,1980,40,25,281,172,"i,one,in,time,be,moment,the,me,when,will","one,time,moment,i'm,give,heart,feel,day,want,thought",0.037,0.794,0.17,0.9902
hello,lionel richie,1980,0,0,0,0,,,0.0,0.0,0.0,0.0
rio,duran duran,1980,33,26,319,251,"the,rio,do,she,you,and,on,a,i,that","rio,like,across,know,name,land,oh,grande,dedo,something",0.0,0.847,0.153,0.9931
love song,tesla,1980,26,21,190,153,"love,you,is,find,a,way,i,know,gonna,your","love,find,way,know,gonna,time,heart,yeah,around,open",0.013,0.613,0.375,0.9981
up where we belong,joe cocker,1980,25,13,234,134,"where,the,we,up,love,lift,us,belong,a,world","love,lift,us,belong,world,cry,know,eagles,mountain,high",0.081,0.696,0.223,0.9934
how am i supposed to live without you,michael bolton,1980,29,19,255,169,"i,to,you,how,am,supposed,that,tell,me,live","supposed,tell,live,without,i've,loving,long,carry,living,gone",0.029,0.867,0.105,0.9622
we belong,pat benatar,1980,59,35,313,196,"we,belong,to,the,or,for,your,you,light,of","belong,light,thunder,sound,words,weve,fallen,whatever,deny,embrace",0.141,0.731,0.128,-0.3779
who can it be now,men at work,1980,14,11,228,168,"be,can,who,it,now,my,come,here,i,to","come,away,i'll,knocking,door,see,i'm,stay,go,round",0.088,0.85,0.061,-0.5587
if you dont know me by now,simply red,1980,24,18,231,178,"you,never,me,know,don't,if,now,by,will,ooh","never,know,ooh,we've,like,got,,understand,home,oh",0.049,0.808,0.143,0.9757
niets is cooler dan kerstmis,kinderen voor kinderen,1980,35,17,341,158,"is,,dan,niets,cooler,kerstmis,ik,de,en,bij",",dan,niets,cooler,kerstmis,ik,de,en,bij,naar",0.011,0.966,0.023,-0.0
dumb things,paul kelly and the coloured girls,1980,32,21,219,149,"the,i,my,in,middle,all,things,i've,done,dumb","middle,things,i've,done,dumb,dream,lost,shirt,pawned,rings",0.145,0.745,0.11,-0.8848
shame on the moon,bob seger the silver bullet band,1980,31,27,161,141,"on,a,you,dont,the,know,he,man,some,men","dont,know,man,men,go,beside,oh,blame,midnight,ooh",0.1,0.808,0.092,-0.5411
like a rock,bob seger the silver bullet band,1980,36,31,237,222,"a,like,i,rock,,the,and,my,was,stood","like,rock,,stood,felt,sun,strong,see,arrow,straight",0.035,0.671,0.295,0.9962
welcome to the jungle,guns n roses,1980,33,15,163,88,"the,jungle,to,welcome,you,in,knees,bring,my,watch","jungle,welcome,knees,bring,watch,fell,serpentine,gonna,people,find",0.052,0.746,0.203,0.9813
alberta,eric clapton,1980,24,9,90,39,"alberta,you,been,long,where,so,ain't,had,no,loving","alberta,long,ain't,loving,since,gone,where'd,stay,last,night",0.113,0.792,0.095,-0.4184
reckless,australian crawl,1980,26,19,143,106,"the,don't,so,down,like,of,she,that,kind,behaviour","like,kind,behaviour,throw,guns,way,away,reckless,exxx30x,meet",0.16,0.84,0.0,-0.9663
jersey girl,bruce springsteen,1980,56,34,459,283,"la,sha,the,you,in,with,i,on,a,im","la,sha,im,girl,jersey,take,baby,know,love,cause",0.031,0.88,0.089,0.9834
close to me,the cure,1980,22,17,144,113,"i,this,the,never,thought,could,to,if,was,close","never,thought,could,close,make,i've,waited,hours,wish,i'd",0.022,0.746,0.231,0.9864
weusd a herz hast wia a bergwerk,rainhard fendrich,1980,22,16,185,131,"a,weus'd,di,i,weu,bist,mi,wenn,bei,hast","weus'd,di,weu,bist,mi,wenn,bei,hast,wahnsinn,fia",0.052,0.929,0.019,-0.5574
stop me if you think youve heard this one before,the smiths,1980,29,19,241,161,"i,stop,me,oh,you,love,and,who,said,lied","stop,oh,love,said,lied,never,one,i'd,think,heard",0.235,0.665,0.1,-0.9772
shoot to thrill,acdc,1980,30,20,262,182,"to,i,pull,shoot,thrill,kill,the,you,i'm,gonna","pull,shoot,thrill,kill,i'm,gonna,play,many,ready,women",0.305,0.452,0.243,-0.9916
pretty paper,randy travis,1980,17,12,126,89,"pretty,of,you,oh,paper,ribbons,blue,to,the,your","pretty,oh,paper,ribbons,blue,wrap,present,darlin',pencils,write",0.04,0.598,0.362,0.9951
start me up,the rolling stones,1980,23,22,280,268,"you,never,up,a,make,man,start,stop,it,me","never,make,man,start,stop,grown,cry,got,i'll,mean",0.132,0.765,0.103,-0.9442
running on faith,eric clapton,1980,25,18,158,115,"love,comes,and,me,i've,been,world,be,right,when","love,comes,i've,world,right,cares,running,faith,lately,always",0.009,0.596,0.395,0.9983
part time lover,stevie wonder,1980,32,21,300,209,"da,the,parttime,lovers,we,by,so,me,and,are","da,parttime,lovers,night,wrong,know,lover,undercover,passion,run",0.016,0.715,0.269,0.9984
somebody,depeche mode,1980,18,18,187,187,"me,i,to,my,in,want,and,the,of,will","want,things,somebody,share,she'll,like,life,someone,who'll,support",0.057,0.717,0.226,0.9837
you may be right,billy joel,1980,56,34,326,209,"you,be,may,i,right,but,for,me,the,to","may,right,crazy,wrong,lunatic,looking,turn,light,try,save",0.244,0.688,0.068,-0.9971
let my love open the door,pete townshend,1980,26,18,189,141,"love,the,let,my,open,door,you,when,to,your","love,let,open,door,everybody,give,heart,i'm,people,keep",0.338,0.611,0.05,-0.9978
time,tom waits,1980,48,38,316,260,"time,and,the,it's,a,in,you,is,are,that","time,boys,like,love,things,street,east,saint,rain,raining",0.028,0.829,0.143,0.9894
in your eyes,peter gabriel,1980,84,28,492,165,"in,i,the,eyes,your,to,so,my,want,and","eyes,want,without,light,heat,complete,see,love,get,away",0.124,0.769,0.107,-0.8726
when the war is over,cold chisel,1980,24,16,197,138,"away,this,ain't,nobody,gonna,steal,heart,and,i,to","away,ain't,nobody,gonna,steal,heart,got,get,war,go",0.126,0.697,0.177,0.9348
the flame,cheap trick,1980,36,21,252,141,"you,the,be,i'm,i'll,i,to,in,it,you'll","i'm,i'll,wherever,go,whatever,want,give,can't,first,last",0.084,0.895,0.021,-0.9348
i cant go for that no can do,hall oates,1980,36,19,243,118,"do,i,no,that,go,can't,for,can,you,want","go,can't,want,anything,oh,'ll,i'll,almost,ooh,body",0.201,0.724,0.075,-0.9886
puisque tu pars,jean jacques goldman,1980,39,38,241,238,"que,puisque,pas,de,et,tu,a,plus,tout,nous","que,puisque,pas,de,et,tu,plus,tout,nous,mais",0.056,0.936,0.008,-0.8271
dinosaur,hank williams jr ,1980,25,24,221,215,"and,a,me,the,man,to,get,you,ain't,sure","man,get,ain't,sure,old,dinosaur,excuse,where's,door,we'd",0.093,0.816,0.091,-0.5513
holiday road,lindsey buckingham,1980,19,7,72,34,"ohh,holiday,roohhohhoad,long,a,the,i,found,out,ago","ohh,holiday,roohhohhoad,long,found,ago,way,road,jack,roohhoad",0.0,0.705,0.295,0.9694
what i am,edie brickell new bohemians,1980,31,16,304,143,"what,i,you,am,know,is,too,are,or,the","know,i'm,aware,many,things,mean,get,deep,choke,shallow",0.051,0.931,0.017,-0.8834
shine jesus shine,graham kendrick,1980,27,17,221,133,"the,shine,your,on,me,with,blaze,flow,and,lord","shine,blaze,flow,lord,light,glory,jesus,set,us,fill",0.042,0.731,0.227,0.9931
nothing else matters,metallica,1990,39,18,219,100,"for,never,and,i,cared,they,nothing,else,what,matters","never,cared,nothing,else,matters,know,way,close,matter,far",0.184,0.748,0.067,-0.9692
whats up,4 non blondes,1990,39,19,317,155,"i,hey,yeah,and,what's,of,my,going,on,a","hey,yeah,what's,going,get,say,said,i'm,try,pray",0.06,0.682,0.258,0.9935
crazy,aerosmith,1990,32,24,292,224,"crazy,you,i,me,yeah,that,a,the,to,you're","crazy,yeah,baby,like,kinda,go,i'm,drive,girl,lovin'",0.186,0.668,0.145,-0.8807
cryin,aerosmith,1990,42,34,288,236,"you,i,to,love,was,now,the,do,cryin',i'm","love,cryin',i'm,yeah,'cause,,got,sweet,met,tryin'",0.092,0.668,0.24,0.9948
i dont want to miss a thing,aerosmith,1990,34,27,249,204,"i,you,and,don't,miss,wanna,to,just,a,close","miss,wanna,close,moment,want,thing,yeah,stay,eyes,i'd",0.125,0.72,0.154,0.9259
hand in my pocket,alanis morissette,1990,32,27,264,226,"i'm,but,and,is,one,i,it,got,all,fine","i'm,one,got,fine,hand,pocket,baby,comes,cause,yeah",0.107,0.592,0.301,0.9971
ironic,alanis morissette,1990,37,28,288,223,"its,a,you,,and,the,it,when,your,think",",think,life,funny,day,isnt,ironic,like,already,take",0.047,0.709,0.245,0.9951
you oughta know,alanis morissette,1990,44,29,366,245,"you,to,me,the,i,that,and,of,know,i'm","know,i'm,gave,died,speak,make,every,time,remind,mess",0.144,0.716,0.14,-0.6809
nutshell,alice in chains,1990,12,10,78,72,"i,we,and,yet,my,to,of,fight,no,whoooooooooo","yet,fight,whoooooooooo,whooooooo,whoooo,find,whoooooooooooooooo,whooooooooo,whoooooo,chase",0.306,0.634,0.06,-0.9705
rooster,alice in chains,1990,33,23,170,114,"no,yeah,the,to,come,rooster,he,ain't,gonna,die","yeah,come,rooster,ain't,gonna,die,um,snuff,know,well",0.195,0.564,0.241,0.8562
sway,bic runga,1990,41,40,194,189,"you,i,and,to,me,all,my,it,of,its","say,go,let,much,know,time,come,way,stray,ever",0.091,0.82,0.089,0.1226
no rain,blind melon,1990,25,18,203,148,"i,oh,to,my,and,is,all,its,it,can","oh,say,like,sane,ill,ya,made,life,stay,pretty",0.118,0.746,0.136,0.629
adams song,blink 182,1990,40,29,271,200,"i,the,to,never,my,was,in,time,days,wait","never,time,days,wait,alone,get,room,conquered,rarely,came",0.059,0.791,0.151,0.9809
all the small things,blink 182,1990,33,19,193,98,"nana,na,the,will,go,i,me,your,home,say","nana,na,go,home,say,ain't,turn,lights,carry,night",0.012,0.877,0.11,0.9578
dammit,blink 182,1990,45,38,240,201,"i,and,the,this,is,up,to,on,well,guess","well,guess,growing,face,i'll,gone,i'm,turn,friend,someone",0.046,0.785,0.17,0.9811
coffee and tv,blur,1990,31,16,237,133,"me,and,so,start,we,over,again,you,to,i'm","start,i'm,oh,could,give,coffee,tv,easily,i've,seen",0.145,0.73,0.126,-0.7592
make you feel my love,bob dylan,1990,26,22,195,171,"you,the,i,to,make,and,my,your,feel,love","make,feel,love,would,go,nothing,i'd,blowing,could,mind",0.075,0.717,0.207,0.9868
always,bon jovi,1990,58,44,376,309,"you,i,to,and,the,a,be,al,,ways","al,,ways,i'll,love,baby,till,words,made,say",0.156,0.759,0.085,-0.9893
bed of roses,bon jovi,1990,72,49,408,306,"i,of,you,to,a,the,bed,as,in,on","bed,lay,roses,close,tonight,wanna,sleep,nails,want,holy",0.075,0.838,0.087,-0.2893
i cant make you love me,bonnie raitt,1990,22,15,182,118,"you,me,i,the,don't,won't,down,can't,make,love","can't,make,love,feel,cause,heart,i'll,turn,lay,give",0.187,0.813,0.0,-0.9895
everything i do i do it for you,bryan adams,1990,26,23,190,174,"you,i,for,me,it's,do,it,there's,your,more","there's,tell,worth,can't,search,know,true,everything,would,love",0.136,0.719,0.145,0.8363
glycerine,bush,1990,25,18,217,195,"glycerine,you,don't,the,by,i,let,days,go,my","glycerine,let,days,go,i'm,white,bad,easier,must,time",0.108,0.77,0.122,0.1218
i will survive,cake,1990,32,24,346,265,"i,to,you,my,just,me,and,now,the,not","survive,yeah,i'd,oh,love,think,know,i've,got,live",0.139,0.713,0.148,0.9304
a long december,counting crows,1990,32,25,260,222,"the,and,you,to,it's,a,in,i,one,more","one,nanananananananana,yeah,g,long,year,last,day,night,hollywood",0.02,0.883,0.097,0.9527
mr jones,counting crows,1990,43,42,440,433,"i,me,be,la,and,to,at,the,you,we","la,mr,jones,want,beautiful,yeah,believe,everybody,know,looking",0.027,0.787,0.187,0.9961
round here,counting crows,1990,57,53,374,362,"the,here,round,i,she,of,she's,in,like,a","round,like,says,i'm,better,know,said,man,can't,see",0.077,0.844,0.079,0.1646
babylon,david gray,1990,42,28,304,203,"of,it,let,go,your,you,to,and,babylon,the","let,go,babylon,head,heart,feel,i'm,an',i've,lights",0.085,0.826,0.089,-0.1823
sail away,david gray,1990,32,20,190,118,"now,me,sail,away,with,i,honey,will,be,my","sail,away,honey,put,heart,hands,wanna,hold,never,crazy",0.047,0.896,0.057,0.4595
breakfast at tiffanys,deep blue something,1990,24,11,271,119,"i,and,said,the,think,we've,got,what,one,you'll","said,think,we've,got,one,say,common,come,us,breakfast",0.058,0.857,0.085,0.6057
come on eileen,dexys midnight runners,1990,35,25,242,173,"on,come,eileen,ah,i,tooloo,ryeaye,in,grown,you","come,eileen,ah,tooloo,ryeaye,grown,dress,oh,swear,well",0.07,0.788,0.142,0.973
ordinary world,duran duran,1990,48,37,235,177,"i,to,the,and,ordinary,world,is,my,you,of","ordinary,world,say,cry,yesterday,there's,somehow,find,try,make",0.113,0.773,0.114,-0.189
save tonight,eagle eye cherry,1990,41,21,274,159,"tomorrow,and,tonight,save,i'll,be,gone,the,of,i","tomorrow,tonight,save,i'll,gone,fight,break,dawn,come,wish",0.096,0.689,0.215,0.9899
love will keep us alive,eagles,1990,36,23,170,114,"will,the,you,i,when,we're,hungry,love,keep,us","we're,hungry,love,keep,us,alive,there's,world,standing,alone",0.166,0.631,0.202,0.9122
